Product Id;Product Handle;Product Title;Product Subtitle;Product Description;Product Status;Product Thumbnail;Product Weight;Product Length;Product Width;Product Height;Product HS Code;Product Origin Country;Product MID Code;Product Material;Product Collection Title;Product Collection Handle;Product Type;Product Tags;Product Discountable;Product External Id;Product Profile Name;Product Profile Type;Variant Id;Variant Title;Variant SKU;Variant Barcode;Variant Inventory Quantity;Variant Allow Backorder;Variant Manage Inventory;Variant Weight;Variant Length;Variant Width;Variant Height;Variant HS Code;Variant Origin Country;Variant MID Code;Variant Material;Price EUR;Price MXN;Price USD;Option 1 Name;Option 1 Value;Image 1 Url;Image 2 Url;Image 3 Url;Image 4 Url;Image 5 Url;sales_channel_id_1
;ray-ban-rb4416-6653b1-new-clubmaster-dark-gray;Ray Ban RB4416 6653B1 New Clubmaster Dark Gray;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258049/productos/ray-ban-rb4416-6653b1-new-clubmaster-dark-gray-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;1249.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258049/productos/ray-ban-rb4416-6653b1-new-clubmaster-dark-gray-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258050/productos/ray-ban-rb4416-6653b1-new-clubmaster-dark-gray-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb0102s-004-ga-caravan-reverse-gunmetal-blue;Ray Ban RB0102S 004/GA Caravan Reverse Gunmetal Blue;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258051/productos/ray-ban-rb0102s-004-ga-caravan-reverse-gunmetal-blue-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;1349.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258051/productos/ray-ban-rb0102s-004-ga-caravan-reverse-gunmetal-blue-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258051/productos/ray-ban-rb0102s-004-ga-caravan-reverse-gunmetal-blue-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb0102s-004-gr-caravan-reverse-gunmetal-gray;Ray Ban RB0102S 004/GR Caravan Reverse Gunmetal Gray;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258052/productos/ray-ban-rb0102s-004-gr-caravan-reverse-gunmetal-gray-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;1349.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258052/productos/ray-ban-rb0102s-004-gr-caravan-reverse-gunmetal-gray-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258052/productos/ray-ban-rb0102s-004-gr-caravan-reverse-gunmetal-gray-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb0101s-003-ga-aviator-reverse-silver-gray;Ray Ban RB0101S 003/GA Aviator Reverse Silver Gray;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258053/productos/ray-ban-rb0101s-003-ga-aviator-reverse-silver-gray-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;1349.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258053/productos/ray-ban-rb0101s-003-ga-aviator-reverse-silver-gray-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258054/productos/ray-ban-rb0101s-003-ga-aviator-reverse-silver-gray-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb0102s-002-cb-caravan-reverse-black-coffee-gradient;Ray Ban RB0102S 002/CB Caravan Reverse Black Coffee Gradient;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258054/productos/ray-ban-rb0102s-002-cb-caravan-reverse-black-coffee-gradient-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;1349.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258054/productos/ray-ban-rb0102s-002-cb-caravan-reverse-black-coffee-gradient-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258055/productos/ray-ban-rb0102s-002-cb-caravan-reverse-black-coffee-gradient-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb0101s-002-gs-aviator-reverse-black-gray;Ray Ban RB0101S 002/GS Aviator Reverse Black Gray;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258055/productos/ray-ban-rb0101s-002-gs-aviator-reverse-black-gray-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;1249.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258055/productos/ray-ban-rb0101s-002-gs-aviator-reverse-black-gray-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258056/productos/ray-ban-rb0101s-002-gs-aviator-reverse-black-gray-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb0102s-001-vr-caravan-reverse-g-15-gold;Ray Ban RB0102s 001/VR Caravan Reverse G-15 Gold;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258057/productos/ray-ban-rb0102s-001-vr-caravan-reverse-g-15-gold-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;1249.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258057/productos/ray-ban-rb0102s-001-vr-caravan-reverse-g-15-gold-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258057/productos/ray-ban-rb0102s-001-vr-caravan-reverse-g-15-gold-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb0102s-9202-3a-caravan-reverse-blue-rose-gold;Ray Ban RB0102s 9202/3A Caravan Reverse Blue Rose Gold;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258058/productos/ray-ban-rb0102s-9202-3a-caravan-reverse-blue-rose-gold-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;1249.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258058/productos/ray-ban-rb0102s-9202-3a-caravan-reverse-blue-rose-gold-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258059/productos/ray-ban-rb0102s-9202-3a-caravan-reverse-blue-rose-gold-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb0501s-6707gs-boyfriend-reverse-dark-gray-silver;Ray Ban RB0501S 6707GS Boyfriend Reverse Dark Gray Silver;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258059/productos/ray-ban-rb0501s-6707gs-boyfriend-reverse-dark-gray-silver-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;1349.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258059/productos/ray-ban-rb0501s-6707gs-boyfriend-reverse-dark-gray-silver-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258060/productos/ray-ban-rb0501s-6707gs-boyfriend-reverse-dark-gray-silver-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb0501s-6677vr-boyfriend-reverse-g-15-dark;Ray Ban RB0501S 6677VR Boyfriend Reverse G-15 Dark;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258061/productos/ray-ban-rb0501s-6677vr-boyfriend-reverse-g-15-dark-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;1349.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258061/productos/ray-ban-rb0501s-6677vr-boyfriend-reverse-g-15-dark-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258061/productos/ray-ban-rb0501s-6677vr-boyfriend-reverse-g-15-dark-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb0101s-92023a-aviator-reverse-blue-rose-gold;Ray Ban RB0101S 92023A Aviator Reverse Blue Rose Gold;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258062/productos/ray-ban-rb0101s-92023a-aviator-reverse-blue-rose-gold-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;1249.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258062/productos/ray-ban-rb0101s-92023a-aviator-reverse-blue-rose-gold-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258063/productos/ray-ban-rb0101s-92023a-aviator-reverse-blue-rose-gold-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb0101s-004-cb-aviator-reverse-gunmetal-gradient;Ray Ban RB0101S 004/CB Aviator Reverse Gunmetal Gradient;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258063/productos/ray-ban-rb0101s-004-cb-aviator-reverse-gunmetal-gradient-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;1249.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258063/productos/ray-ban-rb0101s-004-cb-aviator-reverse-gunmetal-gradient-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258064/productos/ray-ban-rb0101s-004-cb-aviator-reverse-gunmetal-gradient-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb0501s-6709cb-boyfriend-reverse-brown-gradient;Ray Ban RB0501S 6709CB Boyfriend Reverse Brown Gradient;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258065/productos/ray-ban-rb0501s-6709cb-boyfriend-reverse-brown-gradient-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;1349.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258065/productos/ray-ban-rb0501s-6709cb-boyfriend-reverse-brown-gradient-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258065/productos/ray-ban-rb0501s-6709cb-boyfriend-reverse-brown-gradient-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb0501s-67083a-boyfriend-reverse-navy-grey;Ray Ban RB0501S 67083A Boyfriend Reverse Navy Grey;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258066/productos/ray-ban-rb0501s-67083a-boyfriend-reverse-navy-grey-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;1349.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258066/productos/ray-ban-rb0501s-67083a-boyfriend-reverse-navy-grey-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258067/productos/ray-ban-rb0501s-67083a-boyfriend-reverse-navy-grey-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb0101s-003-gr-aviator-reverse-blue-silver;Ray Ban RB0101S 003/GR Aviator Reverse Blue Silver;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258069/productos/ray-ban-rb0101s-003-gr-aviator-reverse-blue-silver-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;1249.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258069/productos/ray-ban-rb0101s-003-gr-aviator-reverse-blue-silver-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258070/productos/ray-ban-rb0101s-003-gr-aviator-reverse-blue-silver-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb0102s-003-gs-caravan-reverse-silver-gray;Ray Ban RB0102S 003/GS Caravan Reverse Silver Gray;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258070/productos/ray-ban-rb0102s-003-gs-caravan-reverse-silver-gray-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;1249.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258070/productos/ray-ban-rb0102s-003-gs-caravan-reverse-silver-gray-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258071/productos/ray-ban-rb0102s-003-gs-caravan-reverse-silver-gray-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb0502s-6712-gm-wayfarer-reverse-orange-gray;Ray Ban RB0502S 6712/GM Wayfarer Reverse Orange Gray;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258071/productos/ray-ban-rb0502s-6712-gm-wayfarer-reverse-orange-gray-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;1349.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258071/productos/ray-ban-rb0502s-6712-gm-wayfarer-reverse-orange-gray-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258072/productos/ray-ban-rb0502s-6712-gm-wayfarer-reverse-orange-gray-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb3719-001-51-square-shape-coffe-gradient;Ray Ban RB3719 001/51 Square Shape Coffe Gradient;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258072/productos/ray-ban-rb3719-001-51-square-shape-coffe-gradient-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;1349.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258072/productos/ray-ban-rb3719-001-51-square-shape-coffe-gradient-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258073/productos/ray-ban-rb3719-001-51-square-shape-coffe-gradient-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb3719-9262-3f-square-shape-blue-gradient;Ray Ban RB3719 9262/3F Square Shape Blue Gradient;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258073/productos/ray-ban-rb3719-9262-3f-square-shape-blue-gradient-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;1349.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258073/productos/ray-ban-rb3719-9262-3f-square-shape-blue-gradient-1.jpg;;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb3719-002-b1-square-shape-black;Ray Ban RB3719 002/b1 Square Shape Black;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258074/productos/ray-ban-rb3719-002-b1-square-shape-black-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;1349.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258074/productos/ray-ban-rb3719-002-b1-square-shape-black-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258074/productos/ray-ban-rb3719-002-b1-square-shape-black-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb4416-710-51-new-clubmaster-coffe-gradient;Ray Ban RB4416 710/51 New Clubmaster Coffe Gradient;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258075/productos/ray-ban-rb4416-710-51-new-clubmaster-coffe-gradient-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;1249.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258075/productos/ray-ban-rb4416-710-51-new-clubmaster-coffe-gradient-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258075/productos/ray-ban-rb4416-710-51-new-clubmaster-coffe-gradient-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb3026-001-58-aviator-large-metal-g-15-polarized;Ray Ban RB3026 001/58 Aviator Large Metal G-15 Polarized;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258076/productos/ray-ban-rb3026-001-58-aviator-large-metal-g-15-polarized-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;1249.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258076/productos/ray-ban-rb3026-001-58-aviator-large-metal-g-15-polarized-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258077/productos/ray-ban-rb3026-001-58-aviator-large-metal-g-15-polarized-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb3648-91023m-marshall-azul-degradado-dorado-carey;Ray Ban RB3648 91023M Marshall Azul Degradado Dorado Carey;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258077/productos/ray-ban-rb3648-91023m-marshall-azul-degradado-dorado-carey-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;999.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258077/productos/ray-ban-rb3648-91023m-marshall-azul-degradado-dorado-carey-1.jpg;;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb3025-001-58-aviador-polarizado-negro-dorado-g-15;Ray Ban Rb3025 001/58 Aviador Polarizado Negro Dorado G-15;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258078/productos/ray-ban-rb3025-001-58-aviador-polarizado-negro-dorado-g-15-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;1249.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258078/productos/ray-ban-rb3025-001-58-aviador-polarizado-negro-dorado-g-15-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258078/productos/ray-ban-rb3025-001-58-aviador-polarizado-negro-dorado-g-15-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb4380n-64158g-round-blaze-gris-degradado-negro-icon;Ray Ban Rb4380n 64158g Round Blaze Gris Degradado Negro Icon;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258079/productos/ray-ban-rb4380n-64158g-round-blaze-gris-degradado-negro-icon-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;999.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258079/productos/ray-ban-rb4380n-64158g-round-blaze-gris-degradado-negro-icon-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258080/productos/ray-ban-rb4380n-64158g-round-blaze-gris-degradado-negro-icon-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
;ray-ban-rb3574n-90387j-round-metal-blaze-amarillo-azul;Ray Ban Rb3574n 90387j Round Metal Blaze Amarillo Azul;;;published;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258080/productos/ray-ban-rb3574n-90387j-round-metal-blaze-amarillo-azul-1.jpg;400;;;;;;;;;;;;true;;;;;One Size;;;100;false;true;;;;;;;;;;999.99;;Size;One Size;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258080/productos/ray-ban-rb3574n-90387j-round-metal-blaze-amarillo-azul-1.jpg;https://res.cloudinary.com/de0bufgxm/image/upload/v1742258081/productos/ray-ban-rb3574n-90387j-round-metal-blaze-amarillo-azul-2.jpg;;;;sc_01JPDNT9C673ANA5BKZNJDZ6BD
